(256.29055643081665, 35.0944)
(257.2927870750427, 35.0944)
(258.29510283470154, 35.0205)
(259.2973618507385, 35.2175)
(260.299209356308, 34.9957)
(261.3013150691986, 35.045)
(262.30356001853943, 35.045)
(263.30580735206604, 35.0944)
(264.30807518959045, 35.045)
(265.3103873729706, 35.1189)
(266.3126149177551, 35.1189)
(267.3148396015167, 35.1437)
(268.31712198257446, 35.2175)
(269.3193690776825, 35.2175)
(270.3215973377228, 35.1682)
(271.3238592147827, 35.2175)
(272.32605814933777, 35.0944)
(273.3282587528229, 35.0944)
(274.3304798603058, 35.2423)
(275.33269929885864, 35.1189)
(276.3349404335022, 35.1682)
(277.3371539115906, 35.1682)
(278.33929538726807, 35.193)
(279.34150433540344, 35.1682)
(280.34369230270386, 35.267)
(281.3458960056305, 35.3412)
(282.348105430603, 35.2423)
(283.35035705566406, 35.2423)
(284.35248708724976, 35.193)
(285.35475635528564, 35.2917)
(286.35693645477295, 35.2175)
(287.3591136932373, 35.2423)
(288.36131405830383, 35.2917)
(289.36348962783813, 35.267)
(290.3656771183014, 35.2175)
(291.3678731918335, 35.2423)
(292.3700029850006, 35.267)
(293.37220883369446, 35.4154)
(294.3744122982025, 35.2917)
(295.37662649154663, 35.4154)
(296.3788411617279, 35.267)
(297.3810613155365, 35.2917)
(298.3833270072937, 35.3412)
(299.385541677475, 35.2175)
(300.3877410888672, 35.3906)
(301.3898780345917, 35.267)
(302.39207577705383, 35.4402)
(303.39428305625916, 35.4896)
(304.3964765071869, 35.3658)
(305.3987023830414, 35.3412)
(306.40088534355164, 35.2917)
(307.40309715270996, 35.4154)
(308.4053385257721, 35.3658)
(309.40752148628235, 35.3164)
(310.40972232818604, 35.4154)
(311.41192650794983, 35.4402)
(312.4141070842743, 35.2423)
(313.41628766059875, 35.4402)
(314.4184904098511, 35.3906)
(315.4207158088684, 35.2917)
(316.4228675365448, 35.465)
(317.42508697509766, 35.4154)
(318.42729926109314, 35.5641)
(319.4295070171356, 35.4402)
(320.431688785553, 35.5641)
(321.43394017219543, 35.4896)
(322.43608927726746, 35.589)
(323.43836402893066, 35.5145)
(324.4405982494354, 35.4896)
(325.4428389072418, 35.4402)
(326.4450571537018, 35.5393)
(327.44731283187866, 35.5393)
(328.44953322410583, 35.6138)
(329.4518406391144, 35.5393)
(330.45418787002563, 35.5393)
(331.4564504623413, 35.4896)
(332.4586384296417, 35.4896)
(333.4608724117279, 35.5393)
(334.46318221092224, 35.6387)
(335.4654824733734, 35.6138)
(336.4677231311798, 35.5641)
(337.4700002670288, 35.4896)
(338.47220730781555, 35.5393)
(339.47450852394104, 35.4896)
(340.4768035411835, 35.6138)
(341.479115486145, 35.5641)
(342.4812648296356, 35.6387)
(343.4835457801819, 35.6138)
(344.4857711791992, 35.5393)
(345.4880485534668, 35.6387)
(346.4902789592743, 35.589)
(347.492627620697, 35.7133)
(348.49486446380615, 35.6387)
(349.49717020988464, 35.589)
(350.49937176704407, 35.589)
(351.50172424316406, 35.5641)
(352.504047870636, 35.4896)
(353.50645446777344, 35.6138)
(354.50868582725525, 35.7133)
(355.5110321044922, 35.5393)
(356.5133731365204, 35.589)
(357.5156090259552, 35.6387)
(358.5179717540741, 35.5641)
(359.5220203399658, 35.5145)
(360.531254529953, 35.6138)
(361.53453946113586, 35.5145)
(362.5368003845215, 35.589)
(363.539044380188, 35.6387)
(364.5412905216217, 35.5393)
(365.5436143875122, 35.5641)
(366.54580640792847, 35.589)
(367.5481185913086, 35.6138)
(368.5503852367401, 35.5641)
(369.55262541770935, 35.5641)
(370.55487060546875, 35.5145)
(371.55709505081177, 35.589)
(372.5593144893646, 35.5641)
(373.56147480010986, 35.589)
(374.56387639045715, 35.4896)
(375.5661265850067, 35.6138)
(376.56842732429504, 35.6138)
(377.57073736190796, 35.7878)
(378.5729765892029, 35.7133)
(379.57535672187805, 35.6138)
(380.57761669158936, 35.6387)
(381.57982635498047, 35.6138)
(382.58213472366333, 35.5641)
(383.58465242385864, 35.5393)
(384.58722043037415, 35.589)
(385.58957052230835, 35.5145)
(386.59180974960327, 35.4896)
(387.594158411026, 35.6387)
(388.5963411331177, 35.589)
(389.59851717948914, 35.6138)
(390.6007640361786, 35.6138)
(391.60300517082214, 35.7629)
(392.6052701473236, 35.589)
(393.6074924468994, 35.589)
(394.60976123809814, 35.8376)
(396.63219928741455, 35.8376)
(398.65891337394714, 35.8376)
(402.4507930278778, 35.8876)
(403.4529266357422, 35.7629)
(404.4551057815552, 35.7878)
(405.46035981178284, 35.8627)
(406.46255469322205, 35.7629)
(407.4647672176361, 35.9126)
(408.4669671058655, 35.8376)
(409.46916007995605, 35.8627)
(410.4713432788849, 35.8127)
(411.47360038757324, 35.7878)
(412.47582054138184, 35.7878)
(413.4780435562134, 35.8376)
(414.8897194862366, 35.8627)
(416.9130084514618, 35.8627)
(418.93590545654297, 35.8627)
(423.5010344982147, 35.7878)
(424.5079815387726, 35.8376)
(425.5101499557495, 35.8876)
(426.5123038291931, 35.7629)
(427.5145351886749, 35.8376)
(428.5167803764343, 35.7629)
(429.5190324783325, 35.7878)
(430.52128076553345, 35.7878)
(431.5235638618469, 35.8627)
(432.52580094337463, 35.7878)
(433.5278377532959, 35.8627)
(434.5301253795624, 35.8627)
(435.5323534011841, 35.7878)
(436.53460907936096, 35.8376)
(437.53681564331055, 35.8627)
(438.53925490379333, 35.9126)
(439.5414831638336, 35.7878)
(440.54377484321594, 35.8876)
(441.5459928512573, 35.7878)
(442.5482211112976, 35.9375)
(443.5504174232483, 35.9126)
(444.55265736579895, 35.9375)
(445.55498027801514, 35.8876)
(446.55724453926086, 35.8376)
(447.5604920387268, 35.9375)
(448.56277990341187, 35.9126)
(449.6677508354187, 35.9126)
(450.67027378082275, 35.8876)
(451.6729416847229, 35.9126)
(452.6750123500824, 36.0125)
